id;date;mode;from_alamat;from_kelurahan;from_kecamatan;from_latlng;to_alamat;to_kelurahan;to_kecamatan;to_latlng;distance;amount_delivery;amount_merchant;transaction_amount_total;customer_id;customer_gender;customer_birthdate;driver_id;driver_gender;driver_birthdate;kendaraan_jenis;kendaraan_merk;merchant_id;merchant_name;merchant_category
1163;2018/10/14 15:57 s/d 2018/10/14 13:54;FOOD; Siobi Pontianak, Gg. Purnama Jaya, Parit Tokaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78115, Indonesia;AKCAYA;PONTIANAK SELATAN;-0,054037,109,329631;Gg. Rukun 1 No.18,  Pal IX;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,065115611,109,3058053;4.92;6000;31500;37500;43;L;2003-06-11T00:00:00;77;L;1976-07-26T00:00:00;MOTOR;BMW;319; Siobi Pontianak;CAFE
1569;2018/10/14 13:54 s/d 2018/10/14 09:33;BIKE;Gg. Kelompok Tani,  Siantan Hulu;SIANTAN TENGAH;PONTIANAK UTARA;-0,004853922,109,3816211;Gg.Nurul Hidayah,  Pal Lima;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,024914414,109,2882703;12.62;6500;0;6500;14;L;1995-03-01T00:00:00;76;L;1992-07-12T00:00:00;MOTOR;TVS;;;
1784;2018/10/14 09:33 s/d 2018/10/14 08:51;BIKE;Jl. Wonobaru No.15,  Akcaya;AKCAYA;PONTIANAK SELATAN;-0,057735442,109,3224341;Unnamed Road,  Mega Tim.;BATU LAYANG;PONTIANAK UTARA;0.0056035417287576,109,3768062;11.28;5500;0;5500;60;P;1999-11-09T00:00:00;94;L;1981-09-21T00:00:00;MOTOR;BMW;;;
1407;2018/10/14 08:51 s/d 2018/10/14 06:21;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539,109,3314114;Gang Bersama,  Dalam Bugis;TANJUNG HULU;PONTIANAK TIMUR;-0,029099972,109,3555389;4.71;6000;78500;84500;31;P;2000-01-18T00:00:00;79;L;1987-08-18T00:00:00;MOTOR;BMW;420;Indomaret teuku umar;TOKO/SWALAYAN
1788;2018/10/14 06:21 s/d 2018/10/13 19:15;BIKE;Jl. 28 Oktober,  Siantan Hulu;DALAM BUGIS;PONTIANAK TIMUR;0.010273513486835,109,3634678;Unnamed Road,  Siantan Hulu;BATU LAYANG;PONTIANAK UTARA;0.021634379377924,109,3650797;3.28;1500;0;1500;45;P;1984-01-08T00:00:00;77;L;1976-07-26T00:00:00;MOTOR;BMW;;;
1922;2018/10/13 19:15 s/d 2018/10/13 14:24;CAR;Jl. Tritura No.29 A,  Dalam Bugis;BATU LAYANG;PONTIANAK UTARA;-0,024511486,109,3465212;Gg. Bersama Ib No.55,  Sungai Jawi Dalam;MARIANA;PONTIANAK KOTA;-0,014891397,109,3096294;6.24;10800;0;10800;31;P;2000-01-18T00:00:00;95;L;1994-09-12T00:00:00;MOBIL;Honda;;;
1717;2018/10/13 14:24 s/d 2018/10/13 06:22;BIKE;Tlk.,  Siantan Hilir;BATU LAYANG;PONTIANAK UTARA;0.0015103495834627,109,3381674;Gg. Kinibalu No.53,  Sungai Jawi Dalam;SUNGAI BANGKONG;PONTIANAK KOTA;-0,017175249,109,3170515;5.14;2500;0;2500;43;L;2003-06-11T00:00:00;105;P;1989-03-18T00:00:00;MOTOR;Kawasaki;;;
1736;2018/10/13 06:22 s/d 2018/10/13 06:11;BIKE;Jl. Putri Candramidi No.A 1,  Sungai Bangkong;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,033522933,109,3232876;Gang Sudiharjo 3 Blok A 12,  Sungai Jawi;PAL LIMA;PONTIANAK BARAT;-0,030924406,109,3139393;3.08;1000;0;1000;9;P;1990-01-16T00:00:00;82;L;1993-06-10T00:00:00;MOTOR;Suzuki;;;
1783;2018/10/13 06:11 s/d 2018/10/12 15:35;BIKE;Jl. Urai Bawadi No.36b,  Sungai Bangkong;MARIANA;PONTIANAK KOTA;-0,040010863,109,3221026;Jl. KH Wachid Hasyim No.b24,  Durian;DALAM BUGIS;PONTIANAK TIMUR;-0,036631136,109,3737632;7.76;3500;0;3500;71;L;2002-03-26T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;;;
1111;2018/10/12 15:35 s/d 2018/10/12 10:24;FOOD;Pak Kumis, Jl. Husin Hanzah No.2A, Pal Lima, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78114, Indonesia;DARAT SEKIP;PONTIANAK KOTA;-0,031872,109,293303;Gg. Karya 1 No.12,  Sungai Bangkong;SUNGAI JAWI;PONTIANAK KOTA;-0,047903009,109,3170277;5.18;6000;98000;104000;44;L;1987-12-23T00:00:00;89;L;1987-02-12T00:00:00;MOTOR;Suzuki;264;Pak Kumis;WARUNG MAKAN
2010;2018/10/12 10:24 s/d 2018/10/11 22:59;CAR;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,069496094,109,2874922;Jl. Parit Leban,  Punggur Kecil;BANSIR LAUT;PONTIANAK TENGGARA;-0,108627103,109,2803164;6.42;12000;0;12000;54;P;1997-01-26T00:00:00;95;L;1994-09-12T00:00:00;MOBIL;Honda;;;
1105;2018/10/11 22:59 s/d 2018/10/11 22:16;FOOD;Rumah Soto, Jl. Gusti Johan Idrus No.12, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;AKCAYA;PONTIANAK SELATAN;-0,044682,109,332011;Jl. Tani No.83,  Tj. Hulu;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,031343917,109,3670208;6.17;8000;66000;74000;54;P;1997-01-26T00:00:00;100;P;1993-08-11T00:00:00;MOTOR;Yamaha;23;Rumah Soto;WARUNG MAKAN
1674;2018/10/11 22:16 s/d 2018/10/11 18:31;BIKE;Gg. Makam Muslim,  Siantan Tengah;BATU LAYANG;PONTIANAK UTARA;-0,007616884,109,3478145;Jl. Pal 5,  Pal Lima;TENGAH;PONTIANAK KOTA;-0,036939738,109,2909787;9.11;4500;0;4500;50;P;1995-08-04T00:00:00;86;L;1995-01-12T00:00:00;MOTOR;Honda;;;
1592;2018/10/11 18:31 s/d 2018/10/11 16:24;BIKE;Unnamed Road,  Mega Tim.;SIANTAN HULU;PONTIANAK UTARA;0.021352432927287,109,3740104;Gg. Abdullah,  Saigon;TANJUNG HULU;PONTIANAK TIMUR;-0,033123662,109,3652235;8.14;4000;0;4000;27;P;1974-04-18T00:00:00;77;L;1976-07-26T00:00:00;MOTOR;BMW;;;
1187;2018/10/11 16:24 s/d 2018/10/11 15:46;FOOD;Warung Kopi Suka Hati, Jl. Tanjung Pura No.12B, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0267892,109,3427879;Jl. Seram I No.31,  Akcaya;PARIT TOKAYA;PONTIANAK SELATAN;-0,044381634,109,3247527;4.8;6000;54500;60500;52;P;1988-01-21T00:00:00;85;L;1984-01-06T00:00:00;MOTOR;Suzuki;275;Warung Kopi Suka Hati;CAFE
1626;2018/10/11 15:46 s/d 2018/10/11 14:51;BIKE;Jl. Jenderal Ahmad Yani No.38,  Benua Melayu Darat;DARAT SEKIP;PONTIANAK KOTA;-0,041032872,109,3376482;Gg. Karya Usaha,  Kalimantan Barat 78351;SUNGAI JAWI DALAM;PONTIANAK BARAT;0.023753524112498,109,300153;10.32;5000;0;5000;34;L;2005-07-07T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;;;
1429;2018/10/11 14:51 s/d 2018/10/11 13:51;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863,109,3356331;Jl. Raya Sungai Kakap No.km 11, 5;BANSIR LAUT;PONTIANAK TENGGARA;-0,052151921,109,2718964;9.5;13000;44000;57000;13;L;1989-03-16T00:00:00;93;L;1984-12-26T00:00:00;MOTOR;TVS;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1615;2018/10/11 13:51 s/d 2018/10/11 13:35;BIKE;Gg. Orde Baru No.32,  Tj. Hulu;SAIGON;PONTIANAK TIMUR;-0,023134243,109,3674098;Jalan Suka Mulia,  Komplek Sukma Mansion;KOTA BARU;PONTIANAK SELATAN;-0,040263095,109,30502;9.19;4500;0;4500;28;P;1990-02-15T00:00:00;106;P;1999-02-17T00:00:00;MOTOR;TVS;;;
1897;2018/10/11 13:35 s/d 2018/10/11 11:49;CAR;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,071473893,109,2856565;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,062826962,109,279771;3.16;4800;0;4800;38;L;1975-04-11T00:00:00;97;L;1978-07-27T00:00:00;MOBIL;Mitsubishi;;;
1102;2018/10/11 11:49 s/d 2018/10/11 08:10;FOOD;Mie Ayam Ijo, Jl. Sei Raya Dalam, Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78117, Indonesia;BANSIR DARAT;PONTIANAK TENGGARA;-0,078245,109,3562921;Gang Wahid,  Pontianak Utara;BATU LAYANG;PONTIANAK UTARA;0.0005441130432292,109,3481076;10.81;15000;72000;87000;73;L;1992-02-01T00:00:00;87;L;1983-05-25T00:00:00;MOTOR;Honda;158;Mie Ayam Ijo;WARUNG MAKAN
1153;2018/10/11 08:10 s/d 2018/10/11 07:38;FOOD;Bebek Bejo, Jl. Patimura No.250, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,029187,109,339156;Jl. Nyi Ageng Serang No.26,  Tj. Hulu;TANJUNG HULU;PONTIANAK TIMUR;-0,030593682,109,3683412;5.25;6000;31500;37500;65;L;2001-07-28T00:00:00;76;L;1992-07-12T00:00:00;MOTOR;TVS;31;Bebek Bejo;WARUNG MAKAN
1979;2018/10/11 07:38 s/d 2018/10/11 07:26;CAR;Jl. Purnama II,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,070035546,109,3158689;Gg. Pancasila II No.33,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,031555588,109,320129;6.3;12000;0;12000;27;P;1974-04-18T00:00:00;109;P;1988-05-02T00:00:00;MOBIL;Honda;;;
1440;2018/10/11 07:26 s/d 2018/10/10 20:42;SHOP;Indomaret Jalan karet, Jl Karet;SUNGAI BELIUNG;PONTIANAK BARAT;-0,0098018,109,2951365;Gg. Rambutan 2 Jl. Komyos Sudarso No.13,  Sungai Beliung;TENGAH;PONTIANAK KOTA;-0,005519106,109,30965;3.68;4000;60500;64500;73;L;1992-02-01T00:00:00;105;P;1989-03-18T00:00:00;MOTOR;Kawasaki;418;Indomaret Jalan karet;TOKO/SWALAYAN
1414;2018/10/10 20:42 s/d 2018/10/10 16:48;SHOP;Alfamart Imam Bonjol, Jl Imam Bonjol;BANSIR LAUT;PONTIANAK TENGGARA;-0,0399714,109,3450443;Gg. Bersinar No.9,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,062480498,109,3156008;6.12;8000;39500;47500;1;L;1997-04-01T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;424;Alfamart Imam Bonjol;TOKO/SWALAYAN
1689;2018/10/10 16:48 s/d 2018/10/10 12:28;BIKE;Gg. Borneo No.36,  Siantan Hulu;SAIGON;PONTIANAK TIMUR;-0,010874687,109,3685773;Gg. Sepakat 6 No.G4,  Sungai Jawi;PARIT TOKAYA;PONTIANAK SELATAN;-0,033433031,109,3087053;9.11;4500;0;4500;17;L;1999-11-26T00:00:00;76;L;1992-07-12T00:00:00;MOTOR;TVS;;;
1927;2018/10/10 12:28 s/d 2018/10/10 08:44;CAR;Gg. Harapan Jaya No.10a,  Sungai Bangkong;SUNGAI BANGKONG;PONTIANAK KOTA;-0,032869158,109,3204734;Gg. Asia Jaya No.11a,  Kota Baru;PARIT TOKAYA;PONTIANAK SELATAN;-0,064970563,109,3117464;5.7;9600;0;9600;67;P;1994-02-05T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
1251;2018/10/10 08:44 s/d 2018/10/09 16:11;FOOD;Kopi Bang Edi, Jl. Sepakat I, Bansir Laut, Pontianak Tenggara, Kota Pontianak, Kalimantan Barat 78113, Indonesia;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,0520848,109,3559651;Jl. Ilham No.12B,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,0560211,109,3091767;7.22;9000;37000;46000;59;P;1985-10-26T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;364;Kopi Bang Edi;CAFE
1650;2018/10/09 16:11 s/d 2018/10/08 22:16;BIKE;Unnamed Road,  Siantan Hulu;BATU LAYANG;PONTIANAK UTARA;-0,003057165,109,3663901;Gang Anugrah,  Siantan Tengah;SIANTAN TENGAH;PONTIANAK UTARA;0.013819788134663,109,3497945;4.63;2000;0;2000;19;L;2004-01-23T00:00:00;101;P;1986-02-04T00:00:00;MOTOR;Honda;;;
1256;2018/10/08 22:16 s/d 2018/10/08 14:43;FOOD;SUMOsmokers, Jl. Siam No.14, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,029322,109,343623;Gang Madrasah,  Pal Lima;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,031175867,109,2927844;7.66;10000;48000;58000;43;L;2003-06-11T00:00:00;76;L;1992-07-12T00:00:00;MOTOR;TVS;36;SUMOsmokers;CAFE
1710;2018/10/08 14:43 s/d 2018/10/08 12:25;BIKE;Jl. Gst. Situt Mahmud No.3,  Siantan Hulu;PAL LIMA;PONTIANAK BARAT;-0,019131166,109,3504631;Gg. Angin Timur,  Pal Lima;SIANTAN TENGAH;PONTIANAK UTARA;-0,020739491,109,2947385;8.2;4000;0;4000;19;L;2004-01-23T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;;;
1858;2018/10/08 12:25 s/d 2018/10/08 06:23;BIKE;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,049466739,109,2667274;Gg. Sentosa No.11,  Sungai Bangkong;AKCAYA;PONTIANAK SELATAN;-0,038169329,109,3230452;8.39;4000;0;4000;69;P;1999-03-11T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;;;
1836;2018/10/08 06:23 s/d 2018/10/07 21:30;BIKE;Gg. Flora Indah,  Batu Layang;SUNGAI BELIUNG;PONTIANAK BARAT;0.014976801776902,109,3087147;Jl. Tanjung Pura No.461,  Benua Melayu Darat;DARAT SEKIP;PONTIANAK KOTA;-0,038761626,109,3461283;9.28;4500;0;4500;10;L;1989-05-30T00:00:00;105;P;1989-03-18T00:00:00;MOTOR;Kawasaki;;;
1901;2018/10/07 21:30 s/d 2018/10/07 21:20;CAR;Jl. Prof. DR. Hamka No.36,  Sungai Jawi;SUNGAI BELIUNG;PONTIANAK BARAT;-0,023529909,109,3237449;Jl. Budi Utomo No.11,  Siantan Tengah;SIANTAN HULU;PONTIANAK UTARA;0.0031179795099626,109,3507826;6.22;10800;0;10800;41;P;2000-08-25T00:00:00;108;P;1991-12-21T00:00:00;MOBIL;Toyota;;;
1864;2018/10/07 21:20 s/d 2018/10/07 19:36;BIKE;Jl. Raya Kalimas Hulu,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,082876767,109,2742064;Gg. Sawit No.12,  Bangka Belitung Laut;DALAM BUGIS;PONTIANAK TIMUR;-0,056744057,109,3595273;11.92;6000;0;6000;20;P;1993-03-17T00:00:00;85;L;1984-01-06T00:00:00;MOTOR;Suzuki;;;
1403;2018/10/07 19:36 s/d 2018/10/07 16:31;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539,109,3314114;Gg. Teratai No.19,  Sungai Bangkong;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,05415871,109,3075962;5.57;7000;82000;89000;39;P;1992-02-27T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;420;Indomaret teuku umar;TOKO/SWALAYAN
1755;2018/10/07 16:31 s/d 2018/10/07 16:28;BIKE;Jl. Alianyang No.99a,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,031587619,109,3236114;Jl. Jenderal Ahmad Yani,  Bansir Laut;SAIGON;PONTIANAK TIMUR;-0,056936278,109,350209;6.09;3000;0;3000;46;P;1988-04-12T00:00:00;105;P;1989-03-18T00:00:00;MOTOR;Kawasaki;;;
1663;2018/10/07 16:28 s/d 2018/10/07 14:41;BIKE;Jl. HM Rasuna Said No.124,  Tj. Hulu;TANJUNG HULU;PONTIANAK TIMUR;-0,030855698,109,3688383;Gang Nilam,  Banjar Serasan;TANJUNG HILIR;PONTIANAK TIMUR;-0,045856002,109,36121;3.87;1500;0;1500;73;L;1992-02-01T00:00:00;92;L;1977-03-04T00:00:00;MOTOR;Yamaha;;;
1127;2018/10/07 14:41 s/d 2018/10/07 13:49;FOOD;Mekuru Ramen House, Jl. Ketapang No.31, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,0331539,109,344327;Gg. Margodadirejo 2 No.10,  Sungai Jawi;SUNGAI JAWI;PONTIANAK KOTA;-0,024286599,109,3108019;5.86;7000;87500;94500;68;L;2000-01-07T00:00:00;94;L;1981-09-21T00:00:00;MOTOR;BMW;82;Mekuru Ramen House;RESTAURANT
1436;2018/10/07 13:49 s/d 2018/10/07 07:12;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Jl. Ya' M. Sabran No.113,  Tj. Hulu;BANJAR SERASAN;PONTIANAK TIMUR;-0,02685801,109,3724513;6.29;8000;54000;62000;7;P;2004-08-22T00:00:00;100;P;1993-08-11T00:00:00;MOTOR;Yamaha;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1196;2018/10/07 07:12 s/d 2018/10/06 07:15;FOOD;Pondok Rasa, Jl. Purnama I No.7, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78115, Indonesia;PAL LIMA;PONTIANAK BARAT;-0,0501952,109,3339999;Jalan Dharma Putra Dalam,  Siantan Hilir;SUNGAI JAWI DALAM;PONTIANAK BARAT;0.01703126616743,109,3455183;9.58;13000;76000;89000;53;P;1987-07-18T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;20;Pondok Rasa;WARUNG MAKAN
1632;2018/10/06 07:15 s/d 2018/10/05 22:56;BIKE;Jl. Raya Kalimas Hulu,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,07542167,109,2766047;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,062930783,109,2809728;3.47;1500;0;1500;30;L;1992-01-14T00:00:00;75;L;1985-12-28T00:00:00;MOTOR;TVS;;;
1451;2018/10/05 22:56 s/d 2018/10/05 22:20;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045,109,3137929;Jl. Raya Kalimas Hulu,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,078487409,109,2717722;7.56;10000;77500;87500;38;L;1975-04-11T00:00:00;91;L;1995-12-24T00:00:00;MOTOR;Honda;423;Indomaret Kota Baru;TOKO/SWALAYAN
1178;2018/10/05 22:20 s/d 2018/10/05 22:11;FOOD;warong pak ngah, Jl. Komyos Sudarso No.27, Sungai Jawi Luar, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,0113042,109,3235641;Gang Karya Lestari,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,060221852,109,2963979;8.22;11000;51500;62500;43;L;2003-06-11T00:00:00;79;L;1987-08-18T00:00:00;MOTOR;BMW;391;warong pak ngah;WARUNG MAKAN
1781;2018/10/05 22:11 s/d 2018/10/05 19:18;BIKE;Jl. Sawo Jalur II No.49,  Sungai Jawi Luar;SUNGAI BELIUNG;PONTIANAK BARAT;-0,011644794,109,3115992;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,058621068,109,2837393;8.07;4000;0;4000;20;P;1993-03-17T00:00:00;82;L;1993-06-10T00:00:00;MOTOR;Suzuki;;;
2002;2018/10/05 19:18 s/d 2018/10/05 15:45;CAR;Gg. Phinisi Blok P No.5,  Sungai Rengas;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,000747114,109,284448;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,069652393,109,2721008;9.78;19200;0;19200;5;L;2001-04-20T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
2015;2018/10/05 15:45 s/d 2018/10/05 14:42;CAR;Unnamed Road,  Sungai Jawi Luar;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,011223108,109,3302763;Gg. H. Ibrahim,  Sungai Jawi;TENGAH;PONTIANAK KOTA;-0,043910324,109,3016175;6.83;12000;0;12000;27;P;1974-04-18T00:00:00;95;L;1994-09-12T00:00:00;MOBIL;Honda;;;
1838;2018/10/05 14:42 s/d 2018/10/05 14:16;BIKE;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,044922053,109,2604704;Gang Nirbaya 4 No.7,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,060748095,109,3116282;7.95;4000;0;4000;32;P;1987-06-26T00:00:00;87;L;1983-05-25T00:00:00;MOTOR;Honda;;;
1567;2018/10/05 14:16 s/d 2018/10/05 12:11;BIKE;Tlk.,  Siantan Hilir;SIANTAN TENGAH;PONTIANAK UTARA;0.001746796241132,109,3392185;Jl. Parit H. Husin II komp balimas 3 no. A24,  Bangka Belitung Darat;KOTA BARU;PONTIANAK SELATAN;-0,071990064,109,3549164;10.38;5000;0;5000;43;L;2003-06-11T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;;;
1723;2018/10/05 12:11 s/d 2018/10/05 11:10;BIKE;Gang Marta No.15,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,018418441,109,3143784;Jl. Budi Utomo Komp Taman Anggrek Blok H No 26,  Kalimantan Barat 78243;SIANTAN TENGAH;PONTIANAK UTARA;0.010247252898663,109,3473755;6.86;3000;0;3000;6;P;1986-02-07T00:00:00;106;P;1999-02-17T00:00:00;MOTOR;TVS;;;
1266;2018/10/05 11:10 s/d 2018/10/05 08:56;FOOD;UP2U Food Junction, Jl. Jendral Urip No.18, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,0254481,109,3346936;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,060417381,109,281568;9.07;12000;40500;52500;64;P;1997-12-24T00:00:00;101;P;1986-02-04T00:00:00;MOTOR;Honda;336;UP2U Food Junction;JAJANAN
1145;2018/10/05 08:56 s/d 2018/10/05 08:16;FOOD;Sugeban Alianyang, Jl. Alianyang No.36, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78113, Indonesia;MARIANA;PONTIANAK KOTA;-0,033283,109,321995;Gg. Sidodadi No.7,  Sungai Jawi;MARIANA;PONTIANAK KOTA;-0,027314794,109,3207289;2.68;3000;67000;70000;28;P;1990-02-15T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;13;Sugeban Alianyang;RESTAURANT
1472;2018/10/05 08:16 s/d 2018/10/04 22:48;SHOP;Alfamart Imam Bonjol, Jl Imam Bonjol;BANSIR LAUT;PONTIANAK TENGGARA;-0,0399714,109,3450443;Jl. Dr. Sutomo No.20,  Sungai Bangkong;DARAT SEKIP;PONTIANAK KOTA;-0,046675855,109,3179817;5.1;6000;42500;48500;6;P;1986-02-07T00:00:00;94;L;1981-09-21T00:00:00;MOTOR;BMW;424;Alfamart Imam Bonjol;TOKO/SWALAYAN
1385;2018/10/04 22:48 s/d 2018/10/04 12:13;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539,109,3314114;Gg. Losari No.12,  Sungai Jawi;SUNGAI JAWI;PONTIANAK KOTA;-0,028854336,109,3031645;5.17;6000;81500;87500;26;P;1999-05-30T00:00:00;83;L;1975-11-17T00:00:00;MOTOR;Honda;420;Indomaret teuku umar;TOKO/SWALAYAN
1986;2018/10/04 12:13 s/d 2018/10/04 10:37;CAR;Jl. Komp. Yuka,  Batu Layang;PAL LIMA;PONTIANAK BARAT;-0,001548952,109,2959705;Bus Terminal Agri Bisnis,  Jl. Budi Utomo Terminal Agribisnis No.78243;BANJAR SERASAN;PONTIANAK TIMUR;-0,002995874,109,3504484;8.06;15600;0;15600;48;L;2005-10-29T00:00:00;97;L;1978-07-27T00:00:00;MOBIL;Mitsubishi;;;
2046;2018/10/04 10:37 s/d 2018/10/04 09:27;CAR;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,063603895,109,2854724;Jl. Danau Sentarum No.14A,  Sungai Bangkong;AKCAYA;PONTIANAK SELATAN;-0,053318968,109,3048822;4.44;7200;0;7200;43;L;2003-06-11T00:00:00;95;L;1994-09-12T00:00:00;MOBIL;Honda;;;
1199;2018/10/04 09:27 s/d 2018/10/03 18:59;FOOD;KFC Gajah Mada, Jl. Siam No.216, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;AKCAYA;PONTIANAK SELATAN;-0,0310438,109,3402023;Jl. Alianyang No.123,  Sungai Bangkong;DARAT SEKIP;PONTIANAK KOTA;-0,033824572,109,3197388;4.3;5000;48000;53000;58;L;1998-07-05T00:00:00;79;L;1987-08-18T00:00:00;MOTOR;BMW;105;KFC Gajah Mada;RESTAURANT
1800;2018/10/03 18:59 s/d 2018/10/03 11:12;BIKE;Jl. Budi Utomo No.37,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;0.0069113614027646,109,3363086;Jl. Karya,  Pal IX;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,049976212,109,288102;10.29;5000;0;5000;57;P;1982-11-11T00:00:00;104;P;1979-10-19T00:00:00;MOTOR;BMW;;;
1474;2018/10/03 11:12 s/d 2018/10/02 08:59;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582,109,361511;Jalan Kemuning,  Sul Ambawang Kuala;DALAM BUGIS;PONTIANAK TIMUR;-0,031037349,109,3942153;6.41;8000;45000;53000;51;L;1991-07-05T00:00:00;90;L;1997-03-24T00:00:00;MOTOR;Yamaha;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
1944;2018/10/02 08:59 s/d 2018/10/02 06:10;CAR;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,062318933,109,2819587;Jl. Gaya Baru Gg. D.Bintara No.25,  Tambelan Sampit;BANJAR SERASAN;PONTIANAK TIMUR;-0,030977336,109,3488232;10.21;20400;0;20400;29;L;1987-04-26T00:00:00;109;P;1988-05-02T00:00:00;MOBIL;Honda;;;
