id;date_order;date_finished;mode;from_alamat;from_kelurahan;from_kecamatan;from_lat;from_lng;to_alamat;to_kelurahan;to_kecamatan;to_lat;to_lng;distance;amount_delivery;amount_merchant;transaction_amount_total;customer_id;customer_name;customer_gender;customer_birthdate;driver_id;driver_name;driver_gender;driver_birthdate;kendaraan_jenis;kendaraan_merk;merchant_id;merchant_name;merchant_category
1848;15/10/2018 22.51;16/10/2018 01.42;BIKE;Jl. Kedah No.143,  Benua Melayu Darat;SIANTAN HILIR;PONTIANAK UTARA;-0,035777072;109,3432126;;SIANTAN HULU;PONTIANAK UTARA;0.000055847995643291;109,362693;6,53;3000;0;3000;35;Hasna Riyanti S.E.I;P;15/03/1979;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1778;15/10/2018 20.32;16/10/2018 02.26;BIKE;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,065625191;109,2854594;Jl. Parit Pangeran No.116,  Siantan Hulu;SIANTAN TENGAH;PONTIANAK UTARA;-0,007133069;109,3544871;12,06;6000;0;6000;67;Dian Aryani;P;02/05/1994;102;Intan Nasyiah;P;23/04/1993;MOTOR;Kawasaki;;;
1748;15/10/2018 15.34;15/10/2018 17.15;BIKE;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,053017081;109,2539572;Gg. Perdana No.3,  Sungai Bangkong;AKCAYA;PONTIANAK SELATAN;-0,052703545;109,3023665;7,38;3500;0;3500;5;Banawi Hidayat;L;20/04/2001;87;Artanto Eman Wacana S.I.Kom;L;25/05/1983;MOTOR;Honda;;;
1679;15/10/2018 10.46;15/10/2018 13.06;BIKE;Jalan Benuang Dalam No.164,  Tj. Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,032643251;109,3720111;Jl. Raya Kalimas Hulu,  Pal IX;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,077031917;109,2734103;14,02;7000;0;7000;22;Lidya Laksita;P;10/10/2001;78;Maryadi Natsir;L;13/11/1999;MOTOR;Yamaha;;;
1879;14/10/2018 16.27;15/10/2018 02.42;BIKE;Jl. Komyos Sudarso No.27,  Sungai Beliung;MARIANA;PONTIANAK KOTA;-0,007904981;109,2980237;Jl. Tj. Raya II No.184,  Kapur;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,074813194;109,3963593;15,22;8000;0;8000;43;Langgeng Gunarto;L;06/11/2003;103;Eka Tira Haryanti;P;21/11/1994;MOTOR;BMW;;;
1163;14/10/2018 15.57;14/10/2018 18.27;FOOD; Siobi Pontianak, Gg. Purnama Jaya, Parit Tokaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78115, Indonesia;AKCAYA;PONTIANAK SELATAN;-0,054037;109,329631;Gg. Rukun 1 No.18,  Pal IX;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,065115611;109,3058053;4,92;6000;31500;37500;43;Langgeng Gunarto;L;06/11/2003;77;Lukman Ganep Januar M.Ak;L;26/07/1976;MOTOR;BMW;319; Siobi Pontianak;CAFE
1569;14/10/2018 13.54;14/10/2018 19.54;BIKE;Gg. Kelompok Tani,  Siantan Hulu;SIANTAN TENGAH;PONTIANAK UTARA;-0,004853922;109,3816211;Gg.Nurul Hidayah,  Pal Lima;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,024914414;109,2882703;12,62;6500;0;6500;14;Panca Saputra;L;03/01/1995;76;Paiman Wacana S.Kom;L;07/12/1992;MOTOR;TVS;;;
1784;14/10/2018 09.33;14/10/2018 13.46;BIKE;Jl. Wonobaru No.15,  Akcaya;AKCAYA;PONTIANAK SELATAN;-0,057735442;109,3224341;Unnamed Road,  Mega Tim.;BATU LAYANG;PONTIANAK UTARA;0.0056035417287576;109,3768062;11,28;5500;0;5500;60;Titin Laksita;P;11/09/1999;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;;;
1407;14/10/2018 08.51;14/10/2018 10.43;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539;109,3314114;Gang Bersama,  Dalam Bugis;TANJUNG HULU;PONTIANAK TIMUR;-0,029099972;109,3555389;4,71;6000;78500;84500;31;Azalea Riyanti;P;18/01/2000;79;Jabal Prasetya S.Psi;L;18/08/1987;MOTOR;BMW;420;Indomaret teuku umar;TOKO/SWALAYAN
1788;14/10/2018 06.21;14/10/2018 07.27;BIKE;Jl. 28 Oktober,  Siantan Hulu;DALAM BUGIS;PONTIANAK TIMUR;0.010273513486835;109,3634678;Unnamed Road,  Siantan Hulu;BATU LAYANG;PONTIANAK UTARA;0.021634379377924;109,3650797;3,28;1500;0;1500;45;Nabila Icha Lestari;P;01/08/1984;77;Lukman Ganep Januar M.Ak;L;26/07/1976;MOTOR;BMW;;;
1922;13/10/2018 19.15;13/10/2018 21.57;CAR;Jl. Tritura No.29 A,  Dalam Bugis;BATU LAYANG;PONTIANAK UTARA;-0,024511486;109,3465212;Gg. Bersama Ib No.55,  Sungai Jawi Dalam;MARIANA;PONTIANAK KOTA;-0,014891397;109,3096294;6,24;10800;0;10800;31;Azalea Riyanti;P;18/01/2000;95;Cengkal Marpaung;L;09/12/1994;MOBIL;Honda;;;
1717;13/10/2018 14.24;13/10/2018 15.49;BIKE;Tlk.,  Siantan Hilir;BATU LAYANG;PONTIANAK UTARA;0.0015103495834627;109,3381674;Gg. Kinibalu No.53,  Sungai Jawi Dalam;SUNGAI BANGKONG;PONTIANAK KOTA;-0,017175249;109,3170515;5,14;2500;0;2500;43;Langgeng Gunarto;L;06/11/2003;105;Restu Yuniar S.Pt;P;18/03/1989;MOTOR;Kawasaki;;;
1736;13/10/2018 06.22;13/10/2018 06.55;BIKE;Jl. Putri Candramidi No.A 1,  Sungai Bangkong;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,033522933;109,3232876;Gang Sudiharjo 3 Blok A 12,  Sungai Jawi;PAL LIMA;PONTIANAK BARAT;-0,030924406;109,3139393;3,08;1000;0;1000;9;Mala Pudjiastuti S.Psi;P;16/01/1990;82;Latif Marbun;L;06/10/1993;MOTOR;Suzuki;;;
1783;13/10/2018 06.11;13/10/2018 11.19;BIKE;Jl. Urai Bawadi No.36b,  Sungai Bangkong;MARIANA;PONTIANAK KOTA;-0,040010863;109,3221026;Jl. KH Wachid Hasyim No.b24,  Durian;DALAM BUGIS;PONTIANAK TIMUR;-0,036631136;109,3737632;7,76;3500;0;3500;71;Lanjar Gunarto;L;26/03/2002;91;Margana Pratama;L;24/12/1995;MOTOR;Honda;;;
1111;12/10/2018 15.35;12/10/2018 20.20;FOOD;Pak Kumis, Jl. Husin Hanzah No.2A, Pal Lima, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78114, Indonesia;DARAT SEKIP;PONTIANAK KOTA;-0,031872;109,293303;Gg. Karya 1 No.12,  Sungai Bangkong;SUNGAI JAWI;PONTIANAK KOTA;-0,047903009;109,3170277;5,18;6000;98000;104000;44;Satya Budiman;L;23/12/1987;89;Dirja Mansur;L;02/12/1987;MOTOR;Suzuki;264;Pak Kumis;WARUNG MAKAN
2010;12/10/2018 10.24;12/10/2018 14.03;CAR;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,069496094;109,2874922;Jl. Parit Leban,  Punggur Kecil;BANSIR LAUT;PONTIANAK TENGGARA;-0,108627103;109,2803164;6,42;12000;0;12000;54;Iriana Ade Usada;P;26/01/1997;95;Cengkal Marpaung;L;09/12/1994;MOBIL;Honda;;;
1105;11/10/2018 22.59;12/10/2018 00.11;FOOD;Rumah Soto, Jl. Gusti Johan Idrus No.12, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;AKCAYA;PONTIANAK SELATAN;-0,044682;109,332011;Jl. Tani No.83,  Tj. Hulu;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,031343917;109,3670208;6,17;8000;66000;74000;54;Iriana Ade Usada;P;26/01/1997;100;Halima Kani Purnawati;P;08/11/1993;MOTOR;Yamaha;23;Rumah Soto;WARUNG MAKAN
1674;11/10/2018 22.16;12/10/2018 01.25;BIKE;Gg. Makam Muslim,  Siantan Tengah;BATU LAYANG;PONTIANAK UTARA;-0,007616884;109,3478145;Jl. Pal 5,  Pal Lima;TENGAH;PONTIANAK KOTA;-0,036939738;109,2909787;9,11;4500;0;4500;50;Faizah Widiastuti;P;08/04/1995;86;Daliono Firgantoro;L;01/12/1995;MOTOR;Honda;;;
1592;11/10/2018 18.31;12/10/2018 02.23;BIKE;Unnamed Road,  Mega Tim.;SIANTAN HULU;PONTIANAK UTARA;0.021352432927287;109,3740104;Gg. Abdullah,  Saigon;TANJUNG HULU;PONTIANAK TIMUR;-0,033123662;109,3652235;8,14;4000;0;4000;27;Tiara Wijayanti S.E.;P;18/04/1974;77;Lukman Ganep Januar M.Ak;L;26/07/1976;MOTOR;BMW;;;
1187;11/10/2018 16.24;11/10/2018 18.42;FOOD;Warung Kopi Suka Hati, Jl. Tanjung Pura No.12B, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0267892;109,3427879;Jl. Seram I No.31,  Akcaya;PARIT TOKAYA;PONTIANAK SELATAN;-0,044381634;109,3247527;4,8;6000;54500;60500;52;Ayu Yuliarti;P;21/01/1988;85;Jarwadi Nababan;L;01/06/1984;MOTOR;Suzuki;275;Warung Kopi Suka Hati;CAFE
1626;11/10/2018 15.46;11/10/2018 18.31;BIKE;Jl. Jenderal Ahmad Yani No.38,  Benua Melayu Darat;DARAT SEKIP;PONTIANAK KOTA;-0,041032872;109,3376482;Gg. Karya Usaha,  Kalimantan Barat 78351;SUNGAI JAWI DALAM;PONTIANAK BARAT;0.023753524112498;109,300153;10,32;5000;0;5000;34;Darijan Kadir Waluyo;L;07/07/2005;91;Margana Pratama;L;24/12/1995;MOTOR;Honda;;;
1429;11/10/2018 14.51;11/10/2018 16.30;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863;109,3356331;Jl. Raya Sungai Kakap No.km 11, 5;BANSIR LAUT;PONTIANAK TENGGARA;-0,052151921;109,2718964;9,5;13000;44000;57000;13;Oskar Hakim;L;16/03/1989;93;Mahesa Tarihoran S.Farm;L;26/12/1984;MOTOR;TVS;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1615;11/10/2018 13.51;11/10/2018 18.48;BIKE;Gg. Orde Baru No.32,  Tj. Hulu;SAIGON;PONTIANAK TIMUR;-0,023134243;109,3674098;Jalan Suka Mulia,  Komplek Sukma Mansion;KOTA BARU;PONTIANAK SELATAN;-0,040263095;109,30502;9,19;4500;0;4500;28;Nova Raina Yulianti;P;15/02/1990;106;Yunita Laras Pratiwi;P;17/02/1999;MOTOR;TVS;;;
1897;11/10/2018 13.35;11/10/2018 14.02;CAR;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,071473893;109,2856565;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,062826962;109,279771;3,16;4800;0;4800;38;Cager Teguh Wijaya S.Pt;L;04/11/1975;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
1102;11/10/2018 11.49;11/10/2018 20.29;FOOD;Mie Ayam Ijo, Jl. Sei Raya Dalam, Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78117, Indonesia;BANSIR DARAT;PONTIANAK TENGGARA;-0,078245;109,3562921;Gang Wahid,  Pontianak Utara;BATU LAYANG;PONTIANAK UTARA;0.0005441130432292;109,3481076;10,81;15000;72000;87000;73;Ihsan Harjasa Prabowo;L;02/01/1992;87;Artanto Eman Wacana S.I.Kom;L;25/05/1983;MOTOR;Honda;158;Mie Ayam Ijo;WARUNG MAKAN
1153;11/10/2018 08.10;11/10/2018 12.37;FOOD;Bebek Bejo, Jl. Patimura No.250, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,029187;109,339156;Jl. Nyi Ageng Serang No.26,  Tj. Hulu;TANJUNG HULU;PONTIANAK TIMUR;-0,030593682;109,3683412;5,25;6000;31500;37500;65;Wisnu Mandala;L;28/07/2001;76;Paiman Wacana S.Kom;L;07/12/1992;MOTOR;TVS;31;Bebek Bejo;WARUNG MAKAN
1979;11/10/2018 07.38;11/10/2018 13.38;CAR;Jl. Purnama II,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,070035546;109,3158689;Gg. Pancasila II No.33,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,031555588;109,320129;6,3;12000;0;12000;27;Tiara Wijayanti S.E.;P;18/04/1974;109;Maimunah Pudjiastuti;P;05/02/1988;MOBIL;Honda;;;
1440;11/10/2018 07.26;11/10/2018 10.24;SHOP;Indomaret Jalan karet, Jl Karet;SUNGAI BELIUNG;PONTIANAK BARAT;-0,0098018;109,2951365;Gg. Rambutan 2 Jl. Komyos Sudarso No.13,  Sungai Beliung;TENGAH;PONTIANAK KOTA;-0,005519106;109,30965;3,68;4000;60500;64500;73;Ihsan Harjasa Prabowo;L;02/01/1992;105;Restu Yuniar S.Pt;P;18/03/1989;MOTOR;Kawasaki;418;Indomaret Jalan karet;TOKO/SWALAYAN
1414;10/10/2018 20.42;10/10/2018 21.33;SHOP;Alfamart Imam Bonjol, Jl Imam Bonjol;BANSIR LAUT;PONTIANAK TENGGARA;-0,0399714;109,3450443;Gg. Bersinar No.9,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,062480498;109,3156008;6,12;8000;39500;47500;1;Marsito Winarno;L;04/01/1997;91;Margana Pratama;L;24/12/1995;MOTOR;Honda;424;Alfamart Imam Bonjol;TOKO/SWALAYAN
1689;10/10/2018 16.48;10/10/2018 20.37;BIKE;Gg. Borneo No.36,  Siantan Hulu;SAIGON;PONTIANAK TIMUR;-0,010874687;109,3685773;Gg. Sepakat 6 No.G4,  Sungai Jawi;PARIT TOKAYA;PONTIANAK SELATAN;-0,033433031;109,3087053;9,11;4500;0;4500;17;Kambali Tampubolon;L;26/11/1999;76;Paiman Wacana S.Kom;L;07/12/1992;MOTOR;TVS;;;
1927;10/10/2018 12.28;10/10/2018 15.48;CAR;Gg. Harapan Jaya No.10a,  Sungai Bangkong;SUNGAI BANGKONG;PONTIANAK KOTA;-0,032869158;109,3204734;Gg. Asia Jaya No.11a,  Kota Baru;PARIT TOKAYA;PONTIANAK SELATAN;-0,064970563;109,3117464;5,7;9600;0;9600;67;Dian Aryani;P;02/05/1994;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1251;10/10/2018 08.44;10/10/2018 14.06;FOOD;Kopi Bang Edi, Jl. Sepakat I, Bansir Laut, Pontianak Tenggara, Kota Pontianak, Kalimantan Barat 78113, Indonesia;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,0520848;109,3559651;Jl. Ilham No.12B,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,0560211;109,3091767;7,22;9000;37000;46000;59;Dina Mulyani;P;26/10/1985;84;Lukita Napitupulu;L;22/02/2000;MOTOR;Kawasaki;364;Kopi Bang Edi;CAFE
1650;09/10/2018 16.11;09/10/2018 19.43;BIKE;Unnamed Road,  Siantan Hulu;BATU LAYANG;PONTIANAK UTARA;-0,003057165;109,3663901;Gang Anugrah,  Siantan Tengah;SIANTAN TENGAH;PONTIANAK UTARA;0.013819788134663;109,3497945;4,63;2000;0;2000;19;Oman Prasasta;L;23/01/2004;101;Kartika Winarsih S.Ked;P;02/04/1986;MOTOR;Honda;;;
1256;08/10/2018 22.16;09/10/2018 00.53;FOOD;SUMOsmokers, Jl. Siam No.14, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,029322;109,343623;Gang Madrasah,  Pal Lima;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,031175867;109,2927844;7,66;10000;48000;58000;43;Langgeng Gunarto;L;06/11/2003;76;Paiman Wacana S.Kom;L;07/12/1992;MOTOR;TVS;36;SUMOsmokers;CAFE
1710;08/10/2018 14.43;08/10/2018 19.07;BIKE;Jl. Gst. Situt Mahmud No.3,  Siantan Hulu;PAL LIMA;PONTIANAK BARAT;-0,019131166;109,3504631;Gg. Angin Timur,  Pal Lima;SIANTAN TENGAH;PONTIANAK UTARA;-0,020739491;109,2947385;8,2;4000;0;4000;19;Oman Prasasta;L;23/01/2004;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1858;08/10/2018 12.25;08/10/2018 17.21;BIKE;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,049466739;109,2667274;Gg. Sentosa No.11,  Sungai Bangkong;AKCAYA;PONTIANAK SELATAN;-0,038169329;109,3230452;8,39;4000;0;4000;69;Tira Nurdiyanti;P;03/11/1999;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1836;08/10/2018 06.23;08/10/2018 14.47;BIKE;Gg. Flora Indah,  Batu Layang;SUNGAI BELIUNG;PONTIANAK BARAT;0.014976801776902;109,3087147;Jl. Tanjung Pura No.461,  Benua Melayu Darat;DARAT SEKIP;PONTIANAK KOTA;-0,038761626;109,3461283;9,28;4500;0;4500;10;Warta Pranowo;L;30/05/1989;105;Restu Yuniar S.Pt;P;18/03/1989;MOTOR;Kawasaki;;;
1901;07/10/2018 21.30;08/10/2018 02.18;CAR;Jl. Prof. DR. Hamka No.36,  Sungai Jawi;SUNGAI BELIUNG;PONTIANAK BARAT;-0,023529909;109,3237449;Jl. Budi Utomo No.11,  Siantan Tengah;SIANTAN HULU;PONTIANAK UTARA;0.0031179795099626;109,3507826;6,22;10800;0;10800;41;Yance Riyanti;P;25/08/2000;108;Ana Maimunah Pertiwi S.H.;P;21/12/1991;MOBIL;Toyota;;;
1864;07/10/2018 21.20;08/10/2018 03.56;BIKE;Jl. Raya Kalimas Hulu,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,082876767;109,2742064;Gg. Sawit No.12,  Bangka Belitung Laut;DALAM BUGIS;PONTIANAK TIMUR;-0,056744057;109,3595273;11,92;6000;0;6000;20;Victoria Winarsih;P;17/03/1993;85;Jarwadi Nababan;L;01/06/1984;MOTOR;Suzuki;;;
1403;07/10/2018 19.36;07/10/2018 22.28;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539;109,3314114;Gg. Teratai No.19,  Sungai Bangkong;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,05415871;109,3075962;5,57;7000;82000;89000;39;Ellis Ella Usada S.H.;P;27/02/1992;84;Lukita Napitupulu;L;22/02/2000;MOTOR;Kawasaki;420;Indomaret teuku umar;TOKO/SWALAYAN
1755;07/10/2018 16.31;07/10/2018 21.55;BIKE;Jl. Alianyang No.99a,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,031587619;109,3236114;Jl. Jenderal Ahmad Yani,  Bansir Laut;SAIGON;PONTIANAK TIMUR;-0,056936278;109,350209;6,09;3000;0;3000;46;Pia Ika Safitri;P;04/12/1988;105;Restu Yuniar S.Pt;P;18/03/1989;MOTOR;Kawasaki;;;
1663;07/10/2018 16.28;07/10/2018 19.02;BIKE;Jl. HM Rasuna Said No.124,  Tj. Hulu;TANJUNG HULU;PONTIANAK TIMUR;-0,030855698;109,3688383;Gang Nilam,  Banjar Serasan;TANJUNG HILIR;PONTIANAK TIMUR;-0,045856002;109,36121;3,87;1500;0;1500;73;Ihsan Harjasa Prabowo;L;02/01/1992;92;Danu Januar;L;03/04/1977;MOTOR;Yamaha;;;
1127;07/10/2018 14.41;07/10/2018 19.01;FOOD;Mekuru Ramen House, Jl. Ketapang No.31, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,0331539;109,344327;Gg. Margodadirejo 2 No.10,  Sungai Jawi;SUNGAI JAWI;PONTIANAK KOTA;-0,024286599;109,3108019;5,86;7000;87500;94500;68;Wahyu Simanjuntak;L;01/07/2000;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;82;Mekuru Ramen House;RESTAURANT
1436;07/10/2018 13.49;07/10/2018 17.04;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708;109,336138;Jl. Ya' M. Sabran No.113,  Tj. Hulu;BANJAR SERASAN;PONTIANAK TIMUR;-0,02685801;109,3724513;6,29;8000;54000;62000;7;Shania Rika Pratiwi;P;22/08/2004;100;Halima Kani Purnawati;P;08/11/1993;MOTOR;Yamaha;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1196;07/10/2018 07.12;07/10/2018 15.09;FOOD;Pondok Rasa, Jl. Purnama I No.7, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78115, Indonesia;PAL LIMA;PONTIANAK BARAT;-0,0501952;109,3339999;Jalan Dharma Putra Dalam,  Siantan Hilir;SUNGAI JAWI DALAM;PONTIANAK BARAT;0.01703126616743;109,3455183;9,58;13000;76000;89000;53;Nova Hasanah;P;18/07/1987;91;Margana Pratama;L;24/12/1995;MOTOR;Honda;20;Pondok Rasa;WARUNG MAKAN
1632;06/10/2018 07.15;06/10/2018 09.09;BIKE;Jl. Raya Kalimas Hulu,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,07542167;109,2766047;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,062930783;109,2809728;3,47;1500;0;1500;30;Luhung Prabu Megantara S.T.;L;14/01/1992;75;Atma Dasa Uwais;L;28/12/1985;MOTOR;TVS;;;
1451;05/10/2018 22.56;06/10/2018 04.00;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045;109,3137929;Jl. Raya Kalimas Hulu,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,078487409;109,2717722;7,56;10000;77500;87500;38;Cager Teguh Wijaya S.Pt;L;04/11/1975;91;Margana Pratama;L;24/12/1995;MOTOR;Honda;423;Indomaret Kota Baru;TOKO/SWALAYAN
1178;05/10/2018 22.20;06/10/2018 00.08;FOOD;warong pak ngah, Jl. Komyos Sudarso No.27, Sungai Jawi Luar, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,0113042;109,3235641;Gang Karya Lestari,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,060221852;109,2963979;8,22;11000;51500;62500;43;Langgeng Gunarto;L;06/11/2003;79;Jabal Prasetya S.Psi;L;18/08/1987;MOTOR;BMW;391;warong pak ngah;WARUNG MAKAN
1781;05/10/2018 22.11;05/10/2018 23.15;BIKE;Jl. Sawo Jalur II No.49,  Sungai Jawi Luar;SUNGAI BELIUNG;PONTIANAK BARAT;-0,011644794;109,3115992;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,058621068;109,2837393;8,07;4000;0;4000;20;Victoria Winarsih;P;17/03/1993;82;Latif Marbun;L;06/10/1993;MOTOR;Suzuki;;;
2002;05/10/2018 19.18;06/10/2018 03.28;CAR;Gg. Phinisi Blok P No.5,  Sungai Rengas;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,000747114;109,284448;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,069652393;109,2721008;9,78;19200;0;19200;5;Banawi Hidayat;L;20/04/2001;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
2015;05/10/2018 15.45;05/10/2018 16.51;CAR;Unnamed Road,  Sungai Jawi Luar;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,011223108;109,3302763;Gg. H. Ibrahim,  Sungai Jawi;TENGAH;PONTIANAK KOTA;-0,043910324;109,3016175;6,83;12000;0;12000;27;Tiara Wijayanti S.E.;P;18/04/1974;95;Cengkal Marpaung;L;09/12/1994;MOBIL;Honda;;;
1838;05/10/2018 14.42;05/10/2018 17.44;BIKE;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,044922053;109,2604704;Gang Nirbaya 4 No.7,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,060748095;109,3116282;7,95;4000;0;4000;32;Janet Nuraini;P;26/06/1987;87;Artanto Eman Wacana S.I.Kom;L;25/05/1983;MOTOR;Honda;;;
1567;05/10/2018 14.16;05/10/2018 16.26;BIKE;Tlk.,  Siantan Hilir;SIANTAN TENGAH;PONTIANAK UTARA;0.001746796241132;109,3392185;Jl. Parit H. Husin II komp balimas 3 no. A24,  Bangka Belitung Darat;KOTA BARU;PONTIANAK SELATAN;-0,071990064;109,3549164;10,38;5000;0;5000;43;Langgeng Gunarto;L;06/11/2003;84;Lukita Napitupulu;L;22/02/2000;MOTOR;Kawasaki;;;
1723;05/10/2018 12.11;05/10/2018 14.02;BIKE;Gang Marta No.15,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,018418441;109,3143784;Jl. Budi Utomo Komp Taman Anggrek Blok H No 26,  Kalimantan Barat 78243;SIANTAN TENGAH;PONTIANAK UTARA;0.010247252898663;109,3473755;6,86;3000;0;3000;6;Ratih Shakila Usada S.Gz;P;02/07/1986;106;Yunita Laras Pratiwi;P;17/02/1999;MOTOR;TVS;;;
1266;05/10/2018 11.10;05/10/2018 14.23;FOOD;UP2U Food Junction, Jl. Jendral Urip No.18, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,0254481;109,3346936;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,060417381;109,281568;9,07;12000;40500;52500;64;Keisha Natalia Nurdiyanti;P;24/12/1997;101;Kartika Winarsih S.Ked;P;02/04/1986;MOTOR;Honda;336;UP2U Food Junction;JAJANAN
1145;05/10/2018 08.56;05/10/2018 10.20;FOOD;Sugeban Alianyang, Jl. Alianyang No.36, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78113, Indonesia;MARIANA;PONTIANAK KOTA;-0,033283;109,321995;Gg. Sidodadi No.7,  Sungai Jawi;MARIANA;PONTIANAK KOTA;-0,027314794;109,3207289;2,68;3000;67000;70000;28;Nova Raina Yulianti;P;15/02/1990;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;13;Sugeban Alianyang;RESTAURANT
1472;05/10/2018 08.16;05/10/2018 11.48;SHOP;Alfamart Imam Bonjol, Jl Imam Bonjol;BANSIR LAUT;PONTIANAK TENGGARA;-0,0399714;109,3450443;Jl. Dr. Sutomo No.20,  Sungai Bangkong;DARAT SEKIP;PONTIANAK KOTA;-0,046675855;109,3179817;5,1;6000;42500;48500;6;Ratih Shakila Usada S.Gz;P;02/07/1986;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;424;Alfamart Imam Bonjol;TOKO/SWALAYAN
